Time 1Elf Jack: Selected Toy fake tattoo, Girl
Time 16Elf Jack: Selected Toy whistle, Girl
Time 16Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 16Elf Jack: Placed Toy whistle, on the sleigh. 
Time 16Elf Jack: Selected Toy whistle, Boy
Time 16Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 16Elf Jack: Placed Toy whistle, on the sleigh. 
Time 16Elf Jack: Selected Toy dinosaur, Boy
Time 16Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 16Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 16Elf Jack: Selected Toy dinosaur, Girl
Time 16Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 16Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 16Elf Jack: Selected Toy whistle, Girl
Time 16Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 16Elf Jack: Placed Toy whistle, on the sleigh. 
Time 16Elf Jack: Selected Toy dinosaur, Boy
Time 16Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 16Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 16Elf Jack: Selected Toy doll, Girl
Time 16Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 16Elf Jack: Placed Toy doll, on the sleigh. 
Time 17Elf Jack: Selected Toy doll, Girl
Time 17Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 17Elf Jack: Placed Toy doll, on the sleigh. 
Time 17Elf Jack: Selected Toy fake tattoo, Boy
Time 17Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 17Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 17Elf Jack: Selected Toy doll, Boy
Time 17Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 17Elf Jack: Placed Toy doll, on the sleigh. 
Time 17Elf Jack: Selected Toy train, Boy
Time 17Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 17Elf Jack: Placed Toy train, on the sleigh. 
Time 17Elf Jack: Selected Toy doll, Girl
Time 17Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 17Elf Jack: Placed Toy doll, on the sleigh. 
Time 17Elf Jack: Selected Toy bracelet, Girl
Time 17Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 17Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 17Elf Jack: Selected Toy doll, Girl
Time 17Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 17Elf Jack: Placed Toy doll, on the sleigh. 
Time 17Elf Jack: Selected Toy dinosaur, Girl
Time 17Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 17Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 17Elf Jack: Selected Toy train, Boy
Time 18Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 18Elf Jack: Placed Toy train, on the sleigh. 
Time 18Elf Jack: Selected Toy bracelet, Girl
Time 18Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 18Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 18Elf Jack: Selected Toy doll, Girl
Time 18Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 18Elf Jack: Placed Toy doll, on the sleigh. 
Time 18Elf Jack: Selected Toy bracelet, Girl
Time 18Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 18Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 18Elf Jack: Selected Toy bracelet, Girl
Time 18Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 18Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 18Elf Jack: Selected Toy whistle, Girl
Time 18Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 18Elf Jack: Placed Toy whistle, on the sleigh. 
Time 18Elf Jack: Selected Toy whistle, Boy
Time 18Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 18Elf Jack: Placed Toy whistle, on the sleigh. 
Time 18Elf Jack: Selected Toy fake tattoo, Boy
Time 18Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 18Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 18Elf Jack: Selected Toy fake tattoo, Boy
Time 18Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 18Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 18Elf Jack: Selected Toy fake tattoo, Girl
Time 19Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 19Elf Jack: Selected Toy bracelet, Boy
Time 19Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 19Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 19Elf Jack: Selected Toy fake tattoo, Girl
Time 19Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 19Elf Jack: Selected Toy train, Girl
Time 19Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy train, on the sleigh. 
Time 19Elf Jack: Selected Toy doll, Girl
Time 19Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy doll, on the sleigh. 
Time 19Elf Jack: Selected Toy whistle, Girl
Time 19Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy whistle, on the sleigh. 
Time 19Elf Jack: Selected Toy whistle, Boy
Time 19Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 19Elf Jack: Placed Toy whistle, on the sleigh. 
Time 19Elf Jack: Selected Toy train, Boy
Time 19Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 19Elf Jack: Placed Toy train, on the sleigh. 
Time 19Elf Jack: Selected Toy doll, Girl
Time 19Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy doll, on the sleigh. 
Time 19Elf Jack: Selected Toy whistle, Girl
Time 19Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 19Elf Jack: Placed Toy whistle, on the sleigh. 
Time 19Elf Jack: Selected Toy dinosaur, Boy
Time 19Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 19Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 20Elf Jack: Selected Toy dinosaur, Girl
Time 20Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 20Elf Jack: Selected Toy fake tattoo, Boy
Time 20Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 20Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 20Elf Jack: Selected Toy doll, Girl
Time 20Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy doll, on the sleigh. 
Time 20Elf Jack: Selected Toy doll, Girl
Time 20Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy doll, on the sleigh. 
Time 20Elf Jack: Selected Toy bracelet, Girl
Time 20Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 20Elf Jack: Selected Toy dinosaur, Girl
Time 20Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 20Elf Jack: Selected Toy dinosaur, Girl
Time 20Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 20Elf Jack: Selected Toy bracelet, Girl
Time 20Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 20Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 20Elf Jack: Selected Toy train, Boy
Time 20Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 20Elf Jack: Placed Toy train, on the sleigh. 
Time 20Elf Jack: Selected Toy train, Girl
Time 21Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy train, on the sleigh. 
Time 21Elf Jack: Selected Toy fake tattoo, Boy
Time 21Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 21Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 21Elf Jack: Selected Toy bracelet, Boy
Time 21Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 21Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 21Elf Jack: Selected Toy doll, Girl
Time 21Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy doll, on the sleigh. 
Time 21Elf Jack: Selected Toy bracelet, Girl
Time 21Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 21Elf Jack: Selected Toy train, Girl
Time 21Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy train, on the sleigh. 
Time 21Elf Jack: Selected Toy bracelet, Girl
Time 21Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 21Elf Jack: Selected Toy dinosaur, Girl
Time 21Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 21Elf Jack: Selected Toy train, Girl
Time 21Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 21Elf Jack: Placed Toy train, on the sleigh. 
Time 22Elf Jack: Selected Toy dinosaur, Girl
Time 22Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 22Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 22Elf Jack: Selected Toy dinosaur, Boy
Time 22Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 22Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 22Elf Jack: Selected Toy dinosaur, Girl
Time 22Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 22Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 22Elf Jack: Selected Toy fake tattoo, Boy
Time 22Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 22Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 22Elf Jack: Selected Toy train, Boy
Time 22Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 22Elf Jack: Placed Toy train, on the sleigh. 
Time 22Elf Jack: Selected Toy fake tattoo, Girl
Time 22Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 22Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 22Elf Jack: Selected Toy bracelet, Girl
Time 22Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 22Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 22Elf Jack: Selected Toy doll, Girl
Time 22Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 22Elf Jack: Placed Toy doll, on the sleigh. 
Time 22Elf Jack: Selected Toy train, Girl
Time 22Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 22Elf Jack: Placed Toy train, on the sleigh. 
Time 23Elf Jack: Selected Toy train, Boy
Time 23Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 23Elf Jack: Placed Toy train, on the sleigh. 
Time 23Elf Jack: Selected Toy whistle, Girl
Time 23Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 23Elf Jack: Placed Toy whistle, on the sleigh. 
Time 23Elf Jack: Selected Toy doll, Boy
Time 23Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 23Elf Jack: Placed Toy doll, on the sleigh. 
Time 23Elf Jack: Selected Toy dinosaur, Girl
Time 23Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 23Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 23Elf Jack: Selected Toy train, Girl
Time 23Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 23Elf Jack: Placed Toy train, on the sleigh. 
Time 23Elf Jack: Selected Toy fake tattoo, Girl
Time 23Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 23Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 23Elf Jack: Selected Toy dinosaur, Boy
Time 23Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 23Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 23Elf Jack: Selected Toy doll, Boy
Time 23Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 23Elf Jack: Placed Toy doll, on the sleigh. 
Time 23Elf Jack: Selected Toy whistle, Boy
Time 23Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 23Elf Jack: Placed Toy whistle, on the sleigh. 
Time 23Elf Jack: Selected Toy fake tattoo, Girl
Time 23Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 23Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 23Elf Jack: Selected Toy doll, Boy
Time 23Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 23Elf Jack: Placed Toy doll, on the sleigh. 
Time 23Elf Jack: Selected Toy fake tattoo, Boy
Time 24Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 24Elf Jack: Selected Toy dinosaur, Girl
Time 24Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 24Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 24Elf Jack: Selected Toy dinosaur, Boy
Time 24Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 24Elf Jack: Selected Toy train, Boy
Time 24Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy train, on the sleigh. 
Time 24Elf Jack: Selected Toy dinosaur, Boy
Time 24Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 24Elf Jack: Selected Toy dinosaur, Boy
Time 24Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 24Elf Jack: Selected Toy fake tattoo, Boy
Time 24Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 24Elf Jack: Selected Toy doll, Boy
Time 24Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 24Elf Jack: Placed Toy doll, on the sleigh. 
Time 24Elf Jack: Selected Toy train, Girl
Time 24Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 24Elf Jack: Placed Toy train, on the sleigh. 
Time 24Elf Jack: Selected Toy doll, Girl
Time 24Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 24Elf Jack: Placed Toy doll, on the sleigh. 
Time 25Elf Jack: Selected Toy fake tattoo, Boy
Time 25Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 25Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 25Elf Jack: Selected Toy doll, Boy
Time 25Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 25Elf Jack: Placed Toy doll, on the sleigh. 
Time 25Elf Jack: Selected Toy dinosaur, Boy
Time 25Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 25Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 25Elf Jack: Selected Toy doll, Boy
Time 25Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 25Elf Jack: Placed Toy doll, on the sleigh. 
Time 25Elf Jack: Selected Toy dinosaur, Girl
Time 25Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 25Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 25Elf Jack: Selected Toy train, Girl
Time 25Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 25Elf Jack: Placed Toy train, on the sleigh. 
Time 25Elf Jack: Selected Toy bracelet, Girl
Time 25Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 25Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 25Elf Jack: Selected Toy dinosaur, Girl
Time 26Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 26Elf Jack: Selected Toy doll, Girl
Time 26Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy doll, on the sleigh. 
Time 26Elf Jack: Selected Toy fake tattoo, Boy
Time 26Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 26Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 26Elf Jack: Selected Toy bracelet, Girl
Time 26Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 26Elf Jack: Selected Toy train, Boy
Time 26Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 26Elf Jack: Placed Toy train, on the sleigh. 
Time 26Elf Jack: Selected Toy train, Girl
Time 26Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy train, on the sleigh. 
Time 26Elf Jack: Selected Toy doll, Girl
Time 26Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy doll, on the sleigh. 
Time 26Elf Jack: Selected Toy dinosaur, Girl
Time 26Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 26Elf Jack: Selected Toy fake tattoo, Boy
Time 26Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 26Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 26Elf Jack: Selected Toy bracelet, Girl
Time 26Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 26Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 27Elf Jack: Selected Toy dinosaur, Boy
Time 27Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 27Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 27Elf Jack: Selected Toy fake tattoo, Boy
Time 27Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 27Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 27Elf Jack: Selected Toy bracelet, Boy
Time 27Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 27Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 27Elf Jack: Selected Toy bracelet, Girl
Time 27Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 27Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 27Elf Jack: Selected Toy fake tattoo, Boy
Time 27Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 27Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 27Elf Jack: Selected Toy whistle, Girl
Time 27Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 27Elf Jack: Placed Toy whistle, on the sleigh. 
Time 27Elf Jack: Selected Toy whistle, Girl
Time 27Elf Jack: Wrapped Toy whistle, in Pink wrapping paper.
Time 27Elf Jack: Placed Toy whistle, on the sleigh. 
Time 27Elf Jack: Selected Toy train, Girl
Time 27Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 27Elf Jack: Placed Toy train, on the sleigh. 
Time 27Elf Jack: Selected Toy train, Girl
Time 27Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 27Elf Jack: Placed Toy train, on the sleigh. 
Time 28Elf Jack: Selected Toy bracelet, Boy
Time 28Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 28Elf Jack: Selected Toy fake tattoo, Boy
Time 28Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 28Elf Jack: Selected Toy train, Boy
Time 28Elf Jack: Wrapped Toy train, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy train, on the sleigh. 
Time 28Elf Jack: Selected Toy bracelet, Girl
Time 28Elf Jack: Wrapped Toy bracelet, in Pink wrapping paper.
Time 28Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 28Elf Jack: Selected Toy bracelet, Boy
Time 28Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 28Elf Jack: Selected Toy bracelet, Boy
Time 28Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 28Elf Jack: Selected Toy dinosaur, Boy
Time 28Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 28Elf Jack: Selected Toy fake tattoo, Boy
Time 28Elf Jack: Wrapped Toy fake tattoo, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 28Elf Jack: Selected Toy doll, Boy
Time 28Elf Jack: Wrapped Toy doll, in Blue wrapping paper.
Time 28Elf Jack: Placed Toy doll, on the sleigh. 
Time 28Elf Jack: Selected Toy dinosaur, Boy
Time 29Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 29Elf Jack: Selected Toy bracelet, Boy
Time 29Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 29Elf Jack: Selected Toy dinosaur, Boy
Time 29Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 29Elf Jack: Selected Toy whistle, Boy
Time 29Elf Jack: Wrapped Toy whistle, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy whistle, on the sleigh. 
Time 29Elf Jack: Selected Toy doll, Girl
Time 29Elf Jack: Wrapped Toy doll, in Pink wrapping paper.
Time 29Elf Jack: Placed Toy doll, on the sleigh. 
Time 29Elf Jack: Selected Toy dinosaur, Girl
Time 29Elf Jack: Wrapped Toy dinosaur, in Pink wrapping paper.
Time 29Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 29Elf Jack: Selected Toy dinosaur, Boy
Time 29Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 29Elf Jack: Selected Toy dinosaur, Boy
Time 29Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 29Elf Jack: Selected Toy fake tattoo, Girl
Time 29Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 29Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 29Elf Jack: Selected Toy bracelet, Boy
Time 29Elf Jack: Wrapped Toy bracelet, in Blue wrapping paper.
Time 29Elf Jack: Placed Toy bracelet, on the sleigh. 
Time 29Elf Jack: Selected Toy fake tattoo, Girl
Time 29Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 29Elf Jack: Placed Toy fake tattoo, on the sleigh. 
Time 29Elf Jack: Selected Toy train, Girl
Time 29Elf Jack: Wrapped Toy train, in Pink wrapping paper.
Time 29Elf Jack: Placed Toy train, on the sleigh. 
Time 30Elf Jack: Selected Toy dinosaur, Boy
Time 30Elf Jack: Wrapped Toy dinosaur, in Blue wrapping paper.
Time 30Elf Jack: Placed Toy dinosaur, on the sleigh. 
Time 30Elf Jack: Selected Toy fake tattoo, Girl
Time 30Elf Jack: Wrapped Toy fake tattoo, in Pink wrapping paper.
Time 30Elf Jack: Placed Toy fake tattoo, on the sleigh. 
